
0.000211 1.001407


0.000249 1.001395

0.000198 1.001641


0.000171 1.001990



0.006361 1.002858

0.000110 1.002095


0.000201 1.001852

0.000125 1.001898



0.000159 1.001701
0.000290 1.002543


0.000182 1.001287
0.000170 1.001812
0.000128 1.001861


0.003502 1.006815
0.000157 1.002171
0.000173 1.002560
0.000181 1.001420
0.002019 1.007904
0.000207 1.001478
0.000131 1.001430
0.000133 1.001618


0.000241 1.001334

0.000137 1.001703

0.000111 1.005110

0.000175 1.001309
0.000193 1.001691


0.000152 1.001106
0.000150 1.002423
0.000129 1.001896
0.000131 1.001768
0.000127 1.001611
0.001543 1.005915
0.000140 1.002361

0.000273 1.002420

0.000348 1.002313


0.000153 1.001366
0.005888 1.008040
0.000131 1.001503
0.000146 1.001838

0.000126 1.001185

0.005716 1.005901
0.000133 1.000971
0.000123 1.002540


0.005643 1.006127
0.000152 1.003067



0.006608 1.005889
0.000303 1.003355




0.000130 1.001398







0.000153 1.001384
0.006574 1.002901
0.000195 1.002318
0.000197 1.001225


0.000204 1.001612

0.000127 1.001620

0.000137 1.001190
0.000185 1.001313
0.000283 1.002713


0.000182 1.002002
0.000147 1.001452
0.000194 1.001747


0.007358 1.001841




0.000269 1.001744
0.000342 1.001994

0.000119 1.001635
0.001865 1.007899
0.004606 1.002900
0.000127 1.001243



0.004432 1.003002
0.000154 1.001653
0.000186 1.001934



0.000136 1.001812



0.000223 1.001291
0.000132 1.001456
0.000140 1.000691



0.000170 1.001366
0.000206 1.001774


0.006642 1.006910
0.000145 1.002087




0.000117 1.002391




0.000164 1.001513
0.000226 1.002513



0.000170 1.001108
0.000211 1.001975
0.000178 1.001950

0.000239 1.002168
0.000143 1.001802
0.000176 1.001954


0.000153 1.001353
0.000197 1.001535



0.006336 1.001893
0.000133 1.001478

0.000143 1.001575
0.000166 1.001294
0.006480 1.004908

0.000137 1.002024
0.000115 1.001581

0.006605 1.002870
0.000148 1.001830
0.000168 1.001624



0.000194 1.001595
0.000154 1.001884
0.000143 1.001595







0.000150 1.001635
0.000251 1.001857
0.000147 1.001656

0.000328 1.002889
0.000159 1.001410
0.000161 1.001510
0.000122 1.001692

0.000137 1.002174




0.003515 1.001867
0.000133 1.001445




0.000156 1.001551
0.000221 1.002055

0.000306 1.001906


0.000141 1.001454
0.000134 1.001757

0.001804 1.007927
0.000521 1.013009
0.000302 1.001723


0.004856 1.008896
0.000197 1.001986

0.000133 1.001763


0.000155 1.001454

0.000196 1.001401
0.000287 1.002645


0.000147 1.001969
0.000144 1.001384
0.000137 1.001595



0.000149 1.001794
0.000146 1.001699


0.000242 1.001647
0.000153 1.001523


0.000146 1.001409
0.000297 1.001626
0.000140 1.002581

0.000309 1.001983
0.000131 1.001312
0.000130 1.001452
0.000214 1.001525



0.000208 1.001452
0.000144 1.002164
0.000124 1.001336
0.000172 1.001354
0.003671 1.006001
0.000258 1.001483
0.000175 1.001699
0.000178 1.001340
0.000156 1.001378
0.004706 1.002923
0.000221 1.001389
0.000182 1.001688
0.000181 1.002147
0.000179 1.001703

0.000266 1.001190

0.000139 1.001921


0.005665 1.007042
0.000306 1.001811
0.000141 1.001805

0.003816 1.008027
0.004321 1.001888
0.000146 1.001821
0.000140 1.001971
0.000164 1.001560
0.000294 1.001224
0.000184 1.001513
0.000224 1.001479
0.000147 1.001579


0.000196 1.001489



0.000178 1.001298
0.000267 1.001475
0.000176 1.002129
0.000180 1.001562
0.000185 1.008072
0.000160 1.001601
0.000190 1.001605
0.000167 1.001321
0.000186 1.001974
0.000151 1.001373
0.000222 1.001656
0.000183 1.001353
0.000223 1.001324
0.000158 1.001802


0.000144 1.002646
0.000133 1.001806
0.000191 1.001498
0.003881 1.006913

0.000173 1.001226
0.000172 1.001761
0.000193 1.001818
0.001178 1.002999
0.001340 1.001986

0.000135 1.001599
0.000183 1.007883
0.000212 1.001351
0.000354 1.007009
0.000167 1.001489
0.000133 1.001796
0.000189 1.001979
0.000164 1.001464
0.000333 1.002033
0.000180 1.002008
0.000310 1.002280
0.000179 1.001334
0.000130 1.004106
0.000202 1.001393
0.000145 1.001491
0.000170 1.001250
0.000168 1.001908
0.000166 1.001553


0.000185 1.001348
0.000169 1.002175
0.000174 1.001290
0.000205 1.002182
0.000139 1.001639
0.000208 1.001528
0.000174 1.001802

0.002513 1.003914
0.000185 1.001434
0.000291 1.001606
0.000315 1.002092
0.001181 1.002982
0.000240 1.001572

0.000117 1.001341




0.000120 1.001646

0.004745 1.013047
0.000137 1.001616
0.000131 1.002664
0.000170 1.001823
0.000210 1.001876

0.003386 1.001758
0.000193 1.002785
0.000165 1.001500
0.000170 1.001565

0.000367 1.002000
0.000306 1.001730
0.000179 1.001711
0.000181 1.001450
0.000535 1.004917
0.000215 1.001876





0.000293 1.001821




0.002559 1.005033





0.000147 1.001799







0.002371 0.998937



0.002824 1.005995



0.000150 1.001199
0.000281 1.001555
0.000201 1.001362


0.000155 1.001790
0.000224 1.001598


0.000175 1.001841
0.001809 1.004991

0.000180 1.002023




0.000160 1.002415
0.000147 1.001342
0.000259 1.001653
0.000152 1.001334

0.000159 1.001757
0.003949 1.003892
0.000364 1.001932
0.000199 1.001371
0.000171 1.001758
0.000184 1.001216

0.000184 1.001969
0.000178 1.002032
0.000167 1.001794
0.000179 1.001825
0.000209 1.001514
0.000189 1.001426
0.000132 1.001641

0.000163 1.001602
0.000160 1.001390
0.000156 1.001406
0.000162 1.001875
0.000164 1.001194
0.000184 1.001443
0.001767 1.004031
0.000136 1.001585
0.000172 1.001566
0.000176 1.001341
0.000170 1.001893
0.000202 1.001266
0.000229 1.001720
0.000159 1.001421
0.000156 1.001570
0.000155 1.001971
0.000171 1.001268
0.000264 1.001205
0.000172 1.001367
0.000181 1.002091
0.000171 1.002193
0.000946 1.005983
0.000220 1.001259
0.000174 1.001506

0.000191 1.001478

